"outcome","treatment","X1","X2","X3","X4","X5","X6","X7","X8","X9"
1,1,0.03,1.05,-0.87,1.1,0.44,0,0,1,1
1,1,0.71,-0.53,-0.53,0.41,-2.01,1,0,0,0
1,1,0.76,0.66,0.38,-0.12,-1.17,0,1,1,0
1,1,1.78,-0.37,-0.58,-0.82,1.12,0,0,1,1
0,1,-1.43,2.38,-0.37,0.75,0.1,1,1,1,1
0,0,-1.37,0.34,2.42,-0.46,-0.8,1,0,0,0
1,1,-1.88,1.07,0.65,-0.96,0.25,1,1,0,1
1,0,-1.2,-0.1,-1.24,-0.44,0.71,1,0,1,1
1,0,-1.86,0.74,0.91,0,-0.28,1,0,1,0
1,1,1.72,-0.17,0.85,-0.07,0.11,0,1,1,0
0,0,-1.27,1.31,0.76,-0.18,-0.35,1,0,0,0
1,1,0.94,-0.15,0.01,0.29,0.77,1,1,0,0
1,1,0.99,-0.92,-1,-0.05,-0.91,1,1,1,0
1,0,1.33,-1.11,0.26,0.56,-0.33,1,0,0,0
0,0,-1.45,-1.79,-0.14,-0.05,-1.04,0,0,1,0
1,1,0.33,1.53,2.2,-0.82,-0.51,0,0,1,1
1,1,0.22,1.55,1.76,1.01,-0.55,1,0,0,1
1,1,0.02,1.45,1.92,-1.19,0.68,1,0,1,0
0,0,-0.15,0.84,0.55,0.67,-2.75,1,0,1,0
1,1,-0.42,0.68,-0.24,0.89,0.07,0,0,1,1
0,0,0.58,-0.58,-0.21,1.77,1.73,0,1,1,0
1,1,0.87,-0.41,-0.23,0.66,-0.26,1,0,0,1
1,0,-0.1,-0.99,0.12,0.73,0.6,0,0,0,1
1,1,-1.84,-0.11,1.06,0.04,0.31,1,0,1,0
1,0,1.65,-0.48,0.14,0.19,0.33,1,0,0,0
1,0,-1.8,0.12,0.05,0.29,-0.77,0,1,1,1
1,0,-1.15,1.46,-1.35,-1.42,-0.84,0,1,0,0
0,1,0.5,-0.21,0.33,-0.42,-1,1,0,1,0
1,0,-1.71,-0.48,-1,0.51,0.7,0,0,0,1
1,0,0.33,0.01,0.48,0.12,0.48,1,1,0,1
1,0,-1.72,1.91,-0.1,-0.81,-1.73,1,1,0,0
1,0,-0.08,0.27,-2.22,0.01,1.42,0,1,0,1
0,0,-0.31,0.53,-0.24,-1.24,-0.32,0,0,1,1
1,1,0.18,0.33,-0.35,-1.28,-0.03,1,0,1,1
1,1,0.72,1.44,0.6,-0.22,-1.39,1,1,0,1
0,0,0.12,-0.45,-0.06,-0.03,0.84,1,1,0,1
0,1,-1.18,1.37,-0.6,1.25,0.67,1,1,1,0
1,1,0.29,0.22,3.27,2.19,-0.36,0,1,0,0
1,0,-0.96,-1.77,0.87,-0.34,1.75,0,1,0,0
1,0,-1.58,1.16,0.19,0.87,-0.31,0,0,1,1
1,1,1.71,1.11,-0.93,-0.89,2.58,1,0,1,0
1,1,-1.01,0.77,-0.56,1.37,-0.91,0,0,1,1
1,1,-0.37,0.22,0.39,-0.01,-0.39,0,1,0,0
1,0,0.93,-0.18,0.56,0.41,1.6,1,1,1,1
1,1,1.12,0.28,-0.51,0.94,-0.36,1,1,0,0
1,1,1.4,-0.57,0.1,0.13,1.02,0,0,0,0
1,0,-0.73,0.5,-1.12,0.5,-1.2,1,1,1,0
0,1,-1.66,1.19,-0.38,1.36,0.44,0,1,1,0
1,0,-1.29,-0.99,-1.06,1.18,-2,0,1,0,0
1,1,0.32,0.36,0.19,-0.09,-0.65,1,1,0,0
0,0,0.99,-2.29,0.09,1.17,-0.68,1,0,0,0
1,1,-0.3,-1.78,0.87,-0.88,1.72,1,1,1,0
1,1,2.39,1.42,0.46,0.27,-0.56,1,1,1,1
1,0,-0.54,1.21,-0.62,1.95,1.16,0,0,1,0
1,1,2.15,-0.7,0.73,1.62,2.58,0,0,1,1
1,1,0.48,-0.64,-2.28,0.19,0.48,0,1,0,1
1,1,0.61,0.44,-0.61,0.42,1.13,0,1,1,0
1,1,1.69,1.22,-1.83,-1.03,-1.07,0,0,1,1
1,0,-0.27,-0.88,-0.43,-0.83,-0.41,1,1,1,1
1,0,-0.84,0.04,0.57,-1.86,0.1,1,0,0,0
1,0,-0.52,0.65,-1.01,-1,0.7,1,0,1,1
1,0,-0.35,-1.8,-0.38,-0.63,0.16,0,0,0,0
1,0,-0.27,0.73,1.56,0.43,-0.77,0,1,1,1
1,1,0.78,-0.36,0.75,0.25,0.54,1,1,0,0
1,0,-0.62,-0.28,-1.18,0.01,1.14,0,0,1,0
1,1,1.08,1.84,1.07,0.05,-0.45,0,0,1,1
1,1,0.13,1.55,0.11,0.81,-0.07,0,1,1,0
1,0,-0.24,0.88,-1.53,-1.06,-0.88,0,1,1,0
1,1,1.37,-0.33,-0.1,0.8,-0.82,1,1,1,1
1,0,-1.73,-1.31,-0.38,-1.39,-0.61,0,0,1,1
1,0,-1.01,-1.42,-0.96,2.07,-0.76,1,0,1,0
0,0,1.39,-0.39,-0.44,-1.47,0.68,0,0,0,0
1,0,-1.38,-1.05,-0.3,-1.09,-0.07,1,0,0,1
1,0,-0.56,-0.41,-0.37,-0.98,-1.06,1,0,0,0
1,0,0.64,0.44,1.4,-1.09,-0.62,0,0,1,0
1,0,0.38,0.51,-0.26,0.94,0.32,1,1,1,0
1,0,0.26,-0.67,0.24,0.37,0.36,0,0,0,0
1,0,0.36,-1.33,1.43,1.79,-0.11,0,1,1,0
1,0,-0.57,0.51,0.29,1.05,-1.02,0,1,1,1
1,0,0.2,-0.3,2,0.27,0.6,0,0,0,0
1,1,1.98,0.58,-0.77,-0.27,0.01,0,0,1,1
1,0,-0.77,-0.42,-0.22,-0.47,0.42,0,0,1,0
1,1,1.23,0.32,0.1,0.61,-0.14,0,1,0,1
0,0,-0.31,-0.14,0.67,-1,-0.16,1,1,1,0
1,1,0.2,-0.24,-0.97,0.61,-0.66,1,1,1,1
1,0,-1.74,0.22,-0.41,0.31,1.36,1,1,1,1
1,0,-1.1,-0.02,1.07,1.1,0.45,1,1,1,1
1,1,-0.26,2.09,1.26,0.14,-1.41,0,0,1,0
1,0,0.26,-1.18,-1.64,-1.27,0.13,1,0,1,1
1,1,0.95,-0.8,-0.15,-0.02,1.91,1,0,0,0
1,0,0.28,0.12,-0.28,0.2,-1.5,1,1,1,0
1,0,-0.63,-0.37,0.04,1.74,1.02,0,1,0,0
1,1,0.19,1.22,-0.17,0.73,-0.62,1,0,1,0
1,1,-0.17,0.6,0.52,-0.44,-0.05,1,0,0,1
1,0,-1.27,0.35,-0.52,1.64,2.2,0,1,1,0
1,1,1.43,0.08,-0.11,-2.18,-0.87,1,1,0,1
1,0,0.69,1.61,1.22,-0.71,0.7,1,1,1,0
1,1,0.34,-0.75,-1.15,1.09,-0.16,1,0,1,1
0,0,0.79,-0.11,0.64,-1.63,0.83,1,1,0,0
1,0,-2.79,-2.55,0.29,0.07,-0.87,1,0,1,0
1,0,-1.13,1.53,0.24,0.55,0.5,0,0,1,1
1,1,0.62,1.33,0.9,-0.24,-0.06,1,1,0,1
1,1,0.63,1.84,1.31,-1.07,-0.75,0,0,1,1
1,0,0.32,-0.59,1.24,-1.96,-0.3,1,0,0,0
1,1,1.52,-0.87,0.86,-0.38,1.08,0,1,0,1
1,1,1.11,-0.5,-0.16,1.56,0,0,0,1,0
1,1,-0.79,0.51,1.8,-0.29,0.52,1,0,0,0
0,0,-0.88,-0.7,-0.14,0.64,-0.43,1,1,1,0
1,1,1.42,0.18,-1.81,-1.19,-0.44,1,1,0,0
1,0,-0.18,0.26,-0.62,0.06,-1.47,1,1,0,0
1,1,1.62,-1.32,-0.22,-2.08,-1.12,0,0,0,1
1,1,1.31,0.72,2.87,0.05,1.8,1,0,0,1
1,1,-0.55,0.06,-0.39,-1.04,1.5,1,0,1,1
1,0,-0.29,0.62,2.12,1.02,-0.5,0,0,1,0
1,0,-0.05,0.23,0.51,-0.75,0.25,0,1,0,1
1,1,1.83,0.68,-0.2,0.79,-1.25,0,1,1,0
1,0,0.05,-0.67,-0.15,0.06,-0.29,1,1,0,1
0,0,-1.57,0.06,-1.55,-0.16,0.1,1,0,1,1
1,0,1.11,-0.6,0.63,0.19,2.26,1,1,1,1
1,0,-1.08,0.26,0.74,-0.23,-0.25,1,1,1,0
1,1,0.91,1.35,-0.17,-0.6,0.17,1,0,1,1
0,1,-0.39,0.37,1.77,-2.6,2.69,1,0,0,0
1,0,-1.83,0.51,-0.76,-0.04,0.56,1,0,1,1
1,1,0.99,0.42,-0.09,0.37,-1.74,0,0,0,0
1,1,1.09,1.31,0.81,0.32,1.44,1,1,0,0
1,0,-0.68,-0.59,2.27,1.25,-0.83,1,1,0,1
1,1,1.86,0.4,0.25,0.18,0.13,0,0,1,1
1,1,1.45,1.04,-0.72,-1.77,-0.35,1,1,0,0
1,1,1.06,-1.03,-0.03,1.59,-0.51,1,1,0,1
1,0,0.77,-0.71,1.61,0.24,0.9,1,1,1,0
1,1,2.07,0.96,-0.09,0.55,-1.2,1,1,0,0
0,1,0.07,1.47,-0.16,-0.89,1.12,1,1,1,1
1,1,2.45,1.25,0.19,1.2,0.46,1,1,0,1
1,1,-0.94,1.4,-0.81,0.14,0.26,0,1,1,0
1,1,1.39,-0.31,-0.46,0.72,0.2,1,0,1,1
1,1,0.22,0.2,1.25,1.67,0.2,1,0,1,1
1,0,-1.92,-1.97,-0.48,0.28,1.62,1,0,0,0
1,1,0.81,0.38,-0.97,0.9,0.42,1,1,1,0
1,0,0.49,-0.2,0.14,0.92,-0.41,1,0,0,1
1,0,-0.4,-0.71,0.66,1.15,-0.5,0,1,0,0
1,0,0.4,-1.68,-0.27,-0.66,-0.95,0,1,1,1
1,0,-0.12,-0.16,-0.49,1.67,0.24,0,1,1,0
1,1,-0.62,1.86,-0.32,-0.32,-0.74,0,1,1,1
0,1,0.25,1.06,1.08,-1.98,0.77,1,0,0,1
1,0,1.21,-0.17,1.36,0.82,-0.98,1,1,0,1
1,1,0.39,-1.41,1.35,0.9,0.29,0,0,1,1
1,1,0.68,-0.56,-1.02,2.27,1.14,1,0,0,1
1,1,0.78,-0.12,-0.35,1.31,-0.55,1,1,0,0
1,0,-1.11,-0.25,1.46,-1.49,1.45,0,1,1,1
1,0,-0.91,-1.02,-0.67,-1.25,-1.08,0,1,1,1
1,1,0.73,0.37,-2.38,0.51,0.4,1,0,0,1
1,1,1.38,-1.42,0.59,-0.02,-0.46,0,0,1,0
1,0,1.66,-1.69,-0.62,-1.58,0.65,1,0,0,1
0,0,-0.75,0.75,-0.13,0.41,-0.09,0,1,0,0
1,1,0.92,0.64,0.14,0.07,-1.67,1,1,0,1
1,1,-0.17,0.9,-0.1,2.05,-0.77,0,1,0,0
1,1,-1.95,1.31,0.1,0.36,0.69,1,1,1,1
1,0,-0.31,-1.08,-0.33,-0.27,-1.14,0,0,1,1
0,0,-1.81,-1.03,0.23,-1.59,1.25,0,1,0,0
1,0,-0.74,1.75,1.34,-1.46,-1.24,0,1,1,1
1,0,0.82,-0.43,1.47,-1.34,0.49,1,0,1,1
1,1,-0.39,0.92,-0.19,-0.92,1.14,0,1,0,0
1,1,0.58,0.31,0.86,-1.2,0.75,1,0,1,1
1,0,-0.35,0.79,-1.77,0.42,-1.02,1,0,0,1
1,0,0.06,0.72,0.29,1.02,0.87,1,0,1,1
1,1,-1.4,1.75,-1.3,1.4,1.75,1,1,0,0
1,1,0.98,0.98,0.41,0.74,0.5,1,1,1,0
1,1,0.22,-2.52,1.84,1.78,1.18,0,0,0,0
0,0,0.47,-1.68,0.39,1.51,-0.96,1,1,1,1
1,0,0.64,0.68,0.13,-1.54,-0.12,0,1,0,0
1,0,-0.59,-1.11,-0.45,-0.09,-0.42,0,1,0,0
1,1,2.25,-0.63,1.35,0.93,-1.6,1,1,0,1
1,1,1.38,-0.38,-0.47,0.48,-0.63,0,0,1,0
1,1,-1.17,1.95,0.35,-0.11,1.17,0,1,1,1
1,1,-0.22,-0.88,-1.48,0.52,0.05,1,0,0,0
1,1,-2.56,1.38,1.53,-2.58,0.67,1,0,1,1
1,1,0.28,1.27,1.48,1.52,0.45,1,0,1,0
0,0,0.23,-0.73,0.96,-0.45,-2.63,0,1,0,0
1,1,1.45,0.13,0.15,-0.12,0.93,1,1,0,1
1,1,2.1,0.67,0.09,0.03,0.97,1,0,0,1
1,1,1.72,0.24,-1.23,-0.28,-0.23,0,0,0,0
0,0,-0.12,-0.08,-0.82,2.44,-0.03,1,1,1,0
1,1,1.45,1.03,1.28,-1.9,0.29,0,1,1,1
1,1,0.13,-1.13,-0.33,1.31,0.25,0,1,1,1
1,1,-0.52,1.33,0.1,-0.14,-0.51,0,1,1,1
1,0,-0.38,-0.04,-0.03,0.09,0.18,1,0,0,0
0,0,-0.44,-0.88,0.36,-0.08,-1.96,0,1,1,0
0,0,-0.47,-1.01,-0.21,-0.13,-0.32,0,0,0,0
1,1,1.32,-0.22,-0.78,0.36,-0.97,0,0,0,1
1,0,-0.44,-1.79,-0.35,-0.55,0.81,0,0,0,0
0,0,1.17,0.27,2.55,0.41,0.82,1,0,0,0
1,1,1.22,0.51,-1.1,2.55,2.32,0,1,0,1
1,1,0.4,0.45,-2.73,-0.53,1.27,0,1,0,1
1,1,1.34,-0.34,0.6,-2.27,0.01,1,1,1,1
1,0,-0.11,0.96,1.98,0.04,-0.18,1,0,1,1
1,1,0.58,1.67,-0.45,0.74,0.05,0,0,0,0
0,0,-0.15,-0.83,-0.16,-1.39,0.2,0,0,0,0
1,1,-0.95,-0.58,0.53,0.43,-0.33,1,1,1,1
1,1,-1.51,-0.23,-1.15,0.34,0.31,1,0,1,0
1,0,-0.58,-1.3,-0.62,0.24,1.77,0,0,0,0
1,0,0.5,-0.85,-0.06,0.31,-0.11,1,1,1,0
1,1,0.41,0.98,0.72,-0.33,-1.08,1,1,1,0
1,0,-2.72,-1.48,0.11,-0.25,0.38,0,0,1,0
0,0,-1.49,1.01,-0.5,0.5,-0.94,1,1,0,0
1,1,1.65,-1.01,1.11,1.29,1.74,0,1,1,0
0,0,-1.63,0.18,1.01,0.33,0.12,0,1,1,0
0,0,0.58,-1.26,0.75,-1.25,-0.64,1,1,0,0
1,1,0.43,1.32,3.14,-0.07,0.1,1,0,1,0
0,0,-0.67,1.58,-1.24,0.81,2.07,1,0,1,1
1,0,-0.34,-0.42,0.02,0.14,1.17,0,0,0,1
0,0,-0.77,-0.13,0.03,-1.13,0.7,1,1,1,0
1,1,0.46,0.51,0.23,-0.53,-1.06,1,1,1,0
1,1,0.45,0.96,0.15,0.78,-0.15,0,0,1,1
1,0,-1.39,-1.43,-0.33,1.35,0.04,0,0,0,0
0,0,-0.12,-1.21,-0.98,-1.31,0.97,1,1,0,0
1,0,0.57,-0.64,0.19,-1.27,0.69,0,0,1,1
1,0,0.27,-0.32,1.58,1.16,1.04,1,1,1,1
1,0,1.14,-0.81,0.7,0.97,2.67,0,0,0,1
1,0,-0.44,0.75,-1.02,1.38,-0.27,1,1,0,1
0,0,-0.7,0.24,1.99,-0.62,0.71,0,0,1,0
1,1,0.24,0.98,-0.95,-1.34,-0.14,0,0,0,0
0,0,-0.48,-0.44,-0.64,0.98,0.54,1,1,1,1
1,0,-0.76,-0.98,0.88,-0.48,0.75,0,1,1,0
1,1,0.24,0.15,-1.61,0.5,-0.35,0,0,1,1
1,0,0.54,-0.07,0.45,0.69,-0.99,0,0,0,0
1,0,-0.47,-1.98,0.3,-0.77,1.21,0,1,0,0
1,0,-1.04,-1.18,0.29,-0.92,0.48,1,1,0,0
1,1,0.96,1.84,-1.13,2.46,0.25,0,0,1,0
1,0,0.98,-0.88,2.26,-0.63,1.98,1,1,1,1
1,0,0.31,-0.95,-0.65,0.27,0.25,1,0,0,0
1,1,0.46,-0.1,-0.13,-0.95,-1.23,1,1,1,0
1,1,-0.79,2.35,-0.52,-0.16,0.13,0,1,1,0
1,1,0.49,-0.74,-1.27,-0.13,-0.47,0,1,0,1
1,0,0.86,-1.62,-0.38,-0.27,-0.43,0,1,1,1
0,0,0.65,-0.31,-0.87,0.22,-0.86,0,1,0,1
1,1,0.06,-1.87,-0.54,0.84,-0.8,1,1,0,1
1,0,1.46,0.2,-1.75,1.83,-0.83,1,1,0,1
0,0,-0.57,-0.9,0.18,0.94,-0.28,1,1,0,1
0,0,0.77,-0.2,0.87,-1.92,-1.15,1,0,1,1
0,1,0.19,-0.53,-0.5,0.24,1.66,0,1,1,0
1,1,-1.86,-0.14,-0.13,1.64,-2.92,0,1,1,1
1,0,-2.66,0.15,1.42,0.63,-1.17,1,0,1,0
1,1,1.04,0.51,0.31,0.96,-0.13,1,1,1,1
0,0,-1.62,0,1.95,-0.36,-0.21,1,0,0,0
1,0,-1.26,-1.65,-2.42,0.25,-0.25,0,1,1,0
0,0,-1.54,1.88,-0.8,0.57,0.35,1,0,1,1
0,0,0.23,1.34,-1.45,0.74,2,0,0,1,1
1,0,-0.1,-0.05,-1.24,-0.14,0.48,1,0,1,0
1,0,-1.41,-2.42,0.54,-0.62,-0.5,1,0,0,0
1,0,0.85,-0.49,0.11,-0.09,-0.13,1,0,0,0
0,1,-0.03,-0.05,-0.92,0.95,-0.35,1,1,0,0
1,0,-0.27,-1.18,-1.68,0.82,-0.4,1,1,0,0
0,0,0.59,-1.31,-1.8,0.02,0.17,0,1,1,1
1,1,0.16,0.34,2.56,-1.48,1.92,1,0,1,0
1,0,0.06,0.5,0.32,0.04,-0.56,0,0,0,0
0,1,-0.02,0.33,-0.15,-1.22,-0.25,0,0,1,0
1,0,-0.42,-0.83,1.14,-0.22,-0.84,0,1,1,0
0,1,0.23,0.06,0.4,-1.12,0.99,1,0,0,1
1,1,1.11,1.91,2.41,1.76,-1.33,1,0,1,1
1,1,0.36,0.5,-1.15,0.18,-0.07,1,1,1,1
1,1,-0.54,-1.3,2.28,0.45,1.69,1,0,0,1
1,0,1.48,-2.01,0.35,0.58,-0.2,1,0,0,1
1,1,0.26,0.53,0.43,1.81,-0.09,0,0,0,1
1,1,1.97,1.65,-1.66,1.18,0.32,1,0,1,1
1,1,0.26,0.26,1.78,-0.13,-0.32,1,1,0,0
0,0,-1.47,-1.58,0.23,0.29,1.09,0,0,0,1
1,1,1.97,0.72,0.1,-1.92,0.79,0,1,1,1
1,1,0.1,2.22,-0.02,-1.74,-0.36,0,0,1,1
1,0,-1.05,0.38,1.4,-0.3,1.22,1,0,0,0
1,0,-1.47,1.87,0.73,0.2,1.51,1,1,0,0
1,1,0.17,0.21,-1.25,-0.69,0.95,0,1,0,0
1,1,1.24,-0.82,0.05,-0.02,1.02,0,0,1,0
1,1,0.97,-0.33,-1.64,0.33,-1.24,1,1,0,1
1,1,-0.26,-0.89,-3.52,0.76,0.25,0,1,1,1
0,0,-0.04,-0.51,0.1,-1.03,-1.14,1,1,1,1
1,0,0.78,-1.02,-0.77,-2.6,0.31,0,1,0,0
0,1,-0.71,0.45,-1.35,-0.21,-1.07,0,0,0,1
1,0,0.09,-1.1,1,-1.71,-0.45,0,0,1,1
1,1,1.23,0.4,1.02,-3.08,-0.35,0,0,0,0
1,0,-0.34,-1.26,-1.43,-0.55,0.33,1,0,0,0
1,1,0.28,1.03,1.37,0.73,1.18,1,0,1,0
1,0,-0.82,0.01,-0.1,0.53,1.65,1,1,1,1
0,1,-0.55,1.73,-0.78,-1.37,-0.38,1,0,1,0
1,0,1.67,0.71,-0.56,-0.66,-0.67,0,0,1,1
1,1,-1.49,1.89,1.29,0.7,1.45,0,0,1,0
1,1,2.18,-1.33,0.33,-0.52,0.22,1,0,1,1
0,1,1.31,0.36,0.62,0.7,0.28,1,1,1,1
0,0,-0.73,-0.71,-1.18,-0.53,-0.26,0,1,1,1
1,0,-0.52,-1.09,-0.28,-0.01,0.33,1,1,0,0
1,1,-2.12,0.33,-2.52,-1.48,0.67,0,0,0,1
1,0,0.37,-0.37,0.56,0.96,0.6,1,1,0,0
1,1,1.07,-0.36,-0.76,1.16,-0.17,1,1,0,1
0,0,-0.9,1.11,0.63,1.32,1.37,0,0,1,0
1,0,-0.7,-0.28,1.54,-0.62,-1.78,0,1,0,1
1,1,1.31,0.46,-0.26,-1.43,0.44,1,0,0,1
1,0,-0.86,-2.3,-0.42,1.9,1.3,0,1,1,1
1,1,-0.27,0.15,-1.93,0.33,0.29,0,1,1,1
1,1,0.36,1.65,-1.16,2.01,-0.37,1,1,0,1
0,0,0.01,-0.55,1.2,0.33,1.75,0,1,0,1
0,0,0.19,-1.13,-0.72,-0.6,-1.37,1,0,1,0
1,0,-0.42,-0.63,0.21,1.02,0.21,1,1,1,0
1,0,-0.35,-1.04,0.95,-0.94,-1.06,0,0,0,0
1,0,-0.13,-1.67,0.98,-0.39,-0.75,0,0,1,1
1,0,-0.25,-1.28,1.03,0.13,2.13,0,0,0,1
1,0,1.67,1.03,-1.01,-0.34,0.2,0,0,1,1
0,0,1.06,-0.34,-0.04,0.33,-0.89,1,0,1,0
1,1,1.4,2.02,-0.26,0.05,-1.5,0,1,1,1
0,0,1.01,-1.8,0.34,1.98,0.66,0,1,0,1
0,1,-0.84,0.84,0.75,-0.63,0.06,1,1,1,1
1,1,1.06,-1.21,1.06,0.5,-0.49,1,1,0,0
1,1,0.43,-0.2,1.54,1.08,0.8,0,1,1,0
1,1,1.47,-1.14,-0.56,-0.85,0.86,1,0,0,1
1,0,0.44,0.22,-0.65,1.08,-1.01,0,1,1,0
0,0,-1.05,-0.04,-0.83,0.76,0.55,1,1,1,1
0,1,-1.36,1.2,1.8,1.01,0.76,1,1,0,1
1,1,2.28,-0.09,-0.82,-0.86,-0.21,1,1,1,1
1,0,0.44,-1.16,0.48,-0.69,-1.04,0,0,1,1
0,0,1.06,0.48,-1.55,0.27,0.37,1,1,1,0
1,1,0.9,0.28,-0.77,0.37,-1.27,0,0,0,1
0,0,0.92,-0.91,0.65,0.16,1.88,0,0,1,1
0,1,-0.35,-0.61,-0.64,-0.02,-1.41,0,0,1,1
0,1,-0.41,1.62,0.68,-0.76,-0.57,1,0,0,0
1,1,0.09,0.9,0.55,0.23,-0.82,1,0,1,1
0,0,0.03,-1.1,0.73,-0.81,0.39,1,0,1,0
0,0,0.1,0.69,0.45,-0.22,0.31,1,1,1,0
0,1,-1,0.39,0.82,1.01,0.16,1,1,0,0
1,1,0.55,1.58,-2.24,-1.27,-0.01,0,0,0,1
1,1,0.75,0.79,1.89,0.42,-1.32,0,1,1,0
1,1,0.03,-0.05,0.08,-0.73,-1.15,0,0,0,1
1,1,-0.42,1.51,0.24,0.87,1.63,1,1,0,1
1,1,-0.04,-0.73,-0.28,-1.14,1.06,1,0,1,1
0,0,0.11,-0.32,1.09,-1.62,0.82,1,1,1,1
1,0,0.42,-1.51,0.54,-0.51,-0.86,1,0,1,0
1,0,2.02,1.02,-0.78,1.37,-1.62,1,0,0,0
0,0,1.06,-0.63,0.66,0.82,-0.29,1,1,1,0
1,0,-2.39,-1.79,0.29,1.17,-2.01,0,0,0,0
1,1,-0.26,0.83,-0.74,2.09,-0.11,1,0,1,0
0,1,-0.16,1.61,-0.96,0.52,-0.75,1,0,1,1
1,0,-0.06,0.59,-2.2,0.99,0.55,1,1,1,1
0,1,-0.65,0.35,-0.09,-1.63,-1.46,0,0,0,1
1,0,-1.45,-1.86,1.12,-0.93,1.71,0,1,0,1
0,0,0.18,0.08,2.23,1.79,0.04,1,1,0,0
1,1,-0.27,-1.9,1.75,1.69,-0.42,1,1,0,1
1,0,0.15,-2.33,-0.83,-0.67,0.14,0,1,0,1
1,1,1.12,0.44,0.64,0.71,-0.27,0,0,0,0
1,1,0.25,1.18,1.4,-0.45,0.69,1,1,1,0
1,0,-1.54,-1.55,0.59,0.7,0.61,0,0,0,0
1,1,1.49,0.05,-0.53,0.01,-1.11,1,1,1,0
1,0,-1.07,0.37,0.88,0,0.97,1,1,1,1
1,1,0.53,0.19,0.52,1.55,0.22,1,0,1,1
1,0,-1.32,-1.56,2.54,-1.78,0.58,1,0,1,1
1,1,0.44,0.46,0.16,3.16,0.43,0,1,1,1
1,0,-2.08,-1.47,-0.24,0.82,0.38,0,1,1,0
1,0,-2.58,-0.68,-0.21,1.67,1.06,0,0,0,1
1,1,0.88,1.47,-0.97,1.41,2.22,0,0,0,1
1,0,-0.68,-3.18,0.76,-0.43,1.89,0,0,0,0
1,0,-0.66,-1.64,-0.63,0.01,1.41,1,0,1,1
1,0,1.02,-1.84,0.1,-0.98,-1.49,1,0,1,0
1,0,0.03,-0.05,-0.07,-1,-1.98,1,0,0,0
1,0,-0.49,-0.51,-0.73,-2.13,0.55,1,0,1,1
1,0,-0.07,0.16,1.16,0.54,-0.71,0,0,1,0
1,1,2.72,0.01,0.75,2.14,0.18,1,1,1,0
1,0,1.1,-0.73,1.26,0.36,-1.46,0,1,1,0
1,0,0.59,-1.05,0.16,2,-1.91,1,1,1,1
0,0,0.61,-1.74,-0.02,0.53,1.15,1,0,0,1
1,0,-0.36,-0.51,1.32,-0.18,0.37,0,0,0,1
1,1,-0.85,0.46,-0.25,-0.18,-0.64,1,0,0,0
0,0,-1.74,0.6,-0.38,1.62,-0.26,1,1,1,0
1,1,-0.52,1.54,-0.72,1.08,0.12,0,1,0,0
0,0,-0.02,-0.08,-0.78,-1.03,-0.57,1,1,1,0
1,1,1.66,0.94,0.95,1.2,0.13,1,0,1,1
1,1,0.61,-0.23,0.18,-2.55,1.48,1,0,0,0
1,1,-0.64,0.89,-1.91,0.69,0.71,1,1,1,0
1,1,0.92,0.03,-2.66,-0.66,-1.11,0,0,1,0
1,1,-0.1,0.45,0.12,-0.62,1.65,0,0,1,0
1,1,0.11,0.35,-0.86,0.47,-1.13,0,1,1,1
1,1,0.26,-0.69,0.92,1.15,-0.22,1,0,1,1
0,0,0.34,0.37,-2.48,-0.14,-0.03,1,0,1,1
1,0,0.45,-0.55,-1.23,1.03,0.59,0,1,1,0
0,0,-1.47,0.07,-0.16,1,0.06,0,1,0,0
1,1,1.01,1.29,0.86,0.55,0.93,1,0,0,1
1,0,-0.86,-1.6,0.06,-0.1,-0.39,1,1,0,0
1,1,2.02,-0.82,-1.11,-0.05,-0.79,1,1,0,0
0,1,-0.36,0.16,-0.13,-1.1,-1,0,1,1,0
0,0,-0.31,-0.67,-0.36,-0.02,0.2,0,0,1,1
1,1,0.91,0.09,1.27,-0.49,1.8,0,1,0,0
1,0,1.08,-0.71,2.13,-1.31,-2.24,0,0,0,0
1,1,1.4,1.83,-0.37,-1.34,0.03,1,0,1,1
1,0,-0.6,-1.81,0.83,-0.14,-0.28,1,1,1,1
1,0,-1.21,-0.64,1.08,0.98,-0.45,1,1,1,1
0,0,-0.63,1.25,0.33,0.72,-1.89,1,0,1,1
1,0,-2.35,1.17,-0.11,-2.73,-0.68,1,1,0,0
1,0,0.12,0.6,0.59,0.79,-0.69,0,1,0,1
1,1,-0.89,-0.02,0.78,0.14,0.07,1,0,1,0
1,0,0.9,-2.36,0.63,-0.91,-0.44,1,0,0,1
1,1,1.56,-0.28,-0.44,1.69,-0.6,1,1,1,1
0,0,0.47,-0.15,1.52,2.06,1.43,1,1,0,0
1,1,1.5,-0.79,1.5,0.44,-0.65,0,1,1,1
1,0,-0.62,1.41,-0.69,-0.25,-1.23,1,1,0,0
1,1,-0.81,0.03,-0.77,-0.81,0.49,0,0,1,1
0,1,-0.71,0.49,-0.19,-0.86,0.27,0,1,1,0
1,0,-0.99,1.18,-0.71,-0.33,1.94,1,1,0,1
1,1,1.23,1.02,-0.52,0.47,-0.99,1,1,0,1
1,1,-1.91,2.48,-1.1,0.56,-0.16,1,1,0,1
1,0,1.92,-2.06,1.54,-0.03,1.13,0,0,0,0
0,1,-0.09,1.16,0.69,0.16,-0.5,1,0,1,0
1,1,0.64,0.54,0.15,0.35,-1.13,1,0,1,1
